URI	Notation	Label	Parent	Beschreibung	Anmerkung	Applikationsschema	Thema	Status
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/BlaueFunktionsbereiche	BlaueFunktionsbereiche	Blaue Funktionsbereiche		Flächen, die für die Durchführung sowie für die Aufrechterhaltung der Funktionen geplanter schutzwasserwirtschaftlicher Maßnahmen benötigt werden.	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/GelbeGefahrenzonen	GelbeGefahrenzonen	Gelbe Gefahrenzonen		Alle übrigen durch das Bemessungsereignis mittlerer Wahrscheinlichkeit betroffenen Überflutungsflächen. In diesen Flächen können unterschiedliche Gefährdungen geringeren Ausmaßes oder Beeinträchtigungen der Nutzung für Siedlungs- und Verkehrszwecke auftreten oder sind Beschädigungen von Bauobjekten und Verkehrsanlagen möglich.	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/Restrisikogebiete	Restrisikogebiete	Restrisikogebiete		Zonen mit Gefährdung niedriger Wahrscheinlichkeit (Restrisikogebiete') basieren auf dem Hochwasser niedriger Wahrscheinlichkeit (HQ300 oder Extremereignisse) und weisen auf die Restgefährdung beispielsweise bei Überschreiten des Schutzgrades bzw. erhöhte Schadenswirkung bei Versagen von Schutzmaßnahmen hin.	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/RotGelbSchraffierteFunktionsbereiche	RotGelbSchraffierteFunktionsbereiche	Rot-gelb schraffierte Funktionsbereiche		Überflutungsflächen, die wesentlich zum Hochwasserabfluss beitragen und deren Abflusswirkung dazu beiträgt, im durch den funktionierenden Hochwasserabfluss entlasteten Gebiet das Gefährdungspotenzial zu verringern oder bei denen im Falle von abflussbeeinträchtigenden Maßnahmen negative Auswirkungen auf das Abflussverhalten des Gewässers zu erwarten sind, welche das Schadenspotenzial erhöhen könnten.	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/RoteGefahrenzonen	RoteGefahrenzonen	Rote Gefahrenzonen		Flächen, die durch das Bemessungsereignis mittlerer Wahrscheinlichkeit derart gefährdet sind, dass ihre ständige Benützung für Siedlungs- und Verkehrszwecke wegen der voraussichtlichen Schadenswirkungen nicht oder nur mit unverhältnismäßig hohem Aufwand möglich ist (Gefahr für Leib und Leben).	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/UeberflutungsflaechenHQ100	UeberflutungsflaechenHQ100	Überflutungsflächen HQ100		Hochwasser mittlerer Wahrscheinlichkeit mit einem voraussichtlichen Wiederkehrintervall von zumindest 100 Jahren	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/UeberflutungsflaechenHQ30	UeberflutungsflaechenHQ30	Überflutungsflächen HQ30		Hochwasser hoher Wahrscheinlichkeit mit einem voraussichtlichen Wiederkehrintervall von 30 Jahren	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/SpecificExposedElementTypeGZP/UeberflutungsflaechenHQ300	UeberflutungsflaechenHQ300	Überflutungsflächen HQ300		Hochwasser niedriger Wahrscheinlichkeit mit einem voraussichtlichen Wiederkehrintervall von 300 Jahren (Extremereignisse)	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/nz	http://inspire.ec.europa.eu/theme/nz	http://inspire.ec.europa.eu/registry/status/valid
