URI|Notation|Label|Parent|Beschreibung|Anmerkung|Applikationsschema|Thema|Status
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/yellowAreaA|yellowAreaA|Gelbzone - A||Abschnitt eines international bedeutenden Wildtierkorridors mit eingeschränkter Funktionalität.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/yellowAreaB|yellowAreaB|Gelbzone - B||Abschnitt eines regional bedeutenden Wildtierkorridors mit eingeschränkter Funktionalität.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/coreArea|coreArea|Kernzone||Gebiete mit hoher Waldausstattung (> 50 % Flächenanteil) und guter Eignung als Lebensraum für waldgebundene Tierarten mit großen Raumansprüchen. Größere geschlossene Waldgebiete, kaum Siedlungsinfrastruktur und Zerschneidung durch hochrangige Verkehrsträger, kleinteilige Kulturlandschaft.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/corridorA|corridorA|Korridor - A||International bedeutender Wildtierkorridor zur Lebensraumvernetzung für weitwandernde Großsäuger.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/corridorB|corridorB|Korridor - B||Regional bedeutender Wildtierkorridor zur Lebensraumvernetzung für weitwandernde Großsäuger.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/redAreaA|redAreaA|Rotzone - A||Abschnitt eines international bedeutenden Wildtierkorridors mit erheblich eingeschränkter Funktionalität.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/redAreaB|redAreaB|Rotzone - B||Abschnitt eines regional bedeutenden Wildtierkorridors mit erheblich eingeschränkter Funktionalität.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/steppingStone|steppingStone|Trittstein||Waldgebiete mit Rückzugs- und Vernetzungsfunktion entlang der Donau zur Überwindung natürlicher Barrieren.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/BiotopTypeWildlifeCorridor/transitionArea|transitionArea|Uebergangszone||Gebiete mit signifikanter Waldausstattung (30-50 % Flächenanteil) und eingeschränkter Eignung als Lebensraum für waldgebundene Tierarten mit großen Raumansprüchen. Strukturreiche Kulturlandschaft mit vielen Kleinwaldflächen, wenig Siedlungsinfrastruktur, geringe Zerschneidung durch hochrangige Verkehrsträger.|INSPIRE governance level: national-technical|http://inspire.ec.europa.eu/applicationschema/hb|http://inspire.ec.europa.eu/theme/hb|http://inspire.ec.europa.eu/registry/status/valid
