URI	Notation	Label	Beschreibung	Anmerkung	Applikationsschema	Thema	Status
https://registry.inspire.gv.at/codelist/bglLandUseValue/Weinbauriede	Weinbauriede	Weinbauriede	Weinbauriede sind Weinbaufluren oder Teile einer Weinbauflur, die sich durch natürliche oder künstliche Grenzen oder infolge der weinbaulichen Nutzung als selbstständiger Gebietsteil darstellt und entweder schon bisher als Weinbauriede bezeichnet wurde oder infolge der Lage und Bodenbeschaffenheit die Hervorbringung gleichartiger und gleichwertiger Weine erwarten lässt		http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
