URI	Notation	Label	Parent	Beschreibung	Anmerkung	Applikationsschema	Thema	Status
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A1	A1	Bauland - Dorfgebiet		Bauland - Dorfgebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A4	A4	Bauland - Gemischtes Baugebiet		Bauland - Gemischtes Baugebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A5	A5	Bauland - Geschaeftsgebiet		Bauland - Geschaeftsgebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A8	A8	Bauland - Gewerbegebiet		Bauland - Gewerbegebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A9	A9	Bauland - Industriegebiet		Bauland - Industriegebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A3	A3	Bauland - Kurgebiet		Bauland - Kurgebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A14xxx	A14xxx	Bauland - Mehrgeschossige Widmung		Bauland - Mehrgeschossige Widmung	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A7	A7	Bauland - Reines Kurgebiet		Bauland - Reines Kurgebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A6	A6	Bauland - Reines Wohngebiet		Bauland - Reines Wohngebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/ktnLandUseValue/A13xxx	A13xxx	Bauland - Sondergebiet		Bauland - Sondergebiet	INSPIRE governance level: national-technical	http://inspire.ec.europa.eu/applicationschema/lunom	http://inspire.ec.europa.eu/theme/lu	http://inspire.ec.europa.eu/registry/status/valid
