subject|predicate|object
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://www.w3.org/2004/02/skos/core#hasTopConcept|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/2004/02/skos/core#Concept
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://www.w3.org/ns/adms#status|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://purl.org/dc/terms/title|Forest Inventory Type
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://purl.org/dc/terms/publisher|https://registry.inspire.gv.at/dataprovider/0006
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/2004/02/skos/core#Concept
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/recreationalFunction|http://www.w3.org/2004/02/skos/core#inScheme|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://www.w3.org/2004/02/skos/core#notation|productiveFunction
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/2004/02/skos/core#ConceptScheme
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/recreationalFunction|http://purl.org/dc/terms/subject|http://inspire.ec.europa.eu/theme/lu
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://www.w3.org/ns/adms#status|http://inspire.ec.europa.eu/registry/status/valid
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://www.w3.org/2004/02/skos/core#narrower|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://www.w3.org/2004/02/skos/core#inScheme|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction|http://www.w3.org/2004/02/skos/core#definition|Forest with protective function, especially against natural hazards and detrimental environmental impacts, as well as endangered of eroding forces of wind, water or gravity.
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://www.w3.org/2004/02/skos/core#narrower|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/welfareFunction
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://purl.org/dc/terms/subject|http://inspire.ec.europa.eu/theme/lu
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction|http://www.w3.org/2004/02/skos/core#prefLabel|Schutzfunktion
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/protectiveFunction|http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/2004/02/skos/core#Concept
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/forestry|http://www.w3.org/2004/02/skos/core#notation|forestry
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/nonForestAreas|http://www.w3.org/2004/02/skos/core#definition|Wald in unterrepraesentativer Auspraegung (z.B. Gebiete mit intensiver landwirtschaftlicher Nutzung, Gletscher oder Seen).
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://purl.org/dc/terms/subject|http://inspire.ec.europa.eu/theme/lu
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://www.w3.org/2004/02/skos/core#prefLabel|productive function
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/welfareFunction|http://www.w3.org/2004/02/skos/core#prefLabel|Wohlfahrtsfunktion
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue|http://purl.org/dc/terms/description|Code list of Austrian forest Inventory types
https://registry.inspire.gv.at/codelist/forestInventoryTypeValue/productiveFunction|http://www.w3.org/2004/02/skos/core#inScheme|https://registry.inspire.gv.at/codelist/forestInventoryTypeValue
